benchmark,input_size,mode,workers,repetition,correct,wall_clock_secs,total_interactions,mips,rounds,speedup,efficiency,overhead_ratio,peak_memory_bytes,bytes_sent,bytes_received,con_con,dup_dup,era_era,con_dup,con_era,dup_era,peak_memory_during_construction,peak_memory_during_reduction,agent_count_at_construction_complete,live_agent_count_watermark,representation,chunk_size,recycle_policy,vmrss_peak_mb,vmrss_current_end_mb,stop_reason
ep_annihilation,1000000,local,2,0,true,0.520289,1000000,1.922,1,0.0403,0.0202,0.9394,0,0,0,0,0,1000000,0,0,0,,,2000000,2000000,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,1000000,sequential,0,0,true,0.022117,1000000,45.214,0,1.0000,1.0000,0.0000,0,0,0,0,0,1000000,0,0,0,,,2000000,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,1000000,local,2,0,true,0.515408,1000000,1.940,1,0.0429,0.0215,0.9471,0,0,0,0,0,1000000,0,0,0,,,2000000,2000000,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,1000000,sequential,0,0,true,0.021587,1000000,46.324,0,1.0000,1.0000,0.0000,0,0,0,0,0,1000000,0,0,0,,,2000000,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,1000000,local,2,0,true,0.519871,1000000,1.924,1,0.0415,0.0208,0.9503,0,0,0,0,0,1000000,0,0,0,,,2000000,2000000,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,1000000,sequential,0,0,true,0.021371,1000000,46.793,0,1.0000,1.0000,0.0000,0,0,0,0,0,1000000,0,0,0,,,2000000,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,1000000,local,2,0,true,0.613575,1000000,1.630,1,0.0348,0.0174,0.9574,0,0,0,0,0,1000000,0,0,0,,,2000000,2000000,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,1000000,sequential,0,0,true,0.021677,1000000,46.133,0,1.0000,1.0000,0.0000,0,0,0,0,0,1000000,0,0,0,,,2000000,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,1000000,local,2,0,true,0.692945,1000000,1.443,1,0.0313,0.0156,0.9622,0,0,0,0,0,1000000,0,0,0,,,2000000,2000000,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,3162278,sequential,0,0,true,0.068851,3162278,45.929,0,1.0000,1.0000,0.0000,0,0,0,0,0,3162278,0,0,0,,,6324556,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,3162278,local,2,0,true,2.282196,3162278,1.386,1,0.0302,0.0151,0.9626,0,0,0,0,0,3162278,0,0,0,,,6324556,6324556,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,3162278,sequential,0,0,true,0.073238,3162278,43.178,0,1.0000,1.0000,0.0000,0,0,0,0,0,3162278,0,0,0,,,6324556,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,3162278,local,2,0,true,2.036711,3162278,1.553,1,0.0360,0.0180,0.9586,0,0,0,0,0,3162278,0,0,0,,,6324556,6324556,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,3162278,sequential,0,0,true,0.069415,3162278,45.556,0,1.0000,1.0000,0.0000,0,0,0,0,0,3162278,0,0,0,,,6324556,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,3162278,local,2,0,true,2.066498,3162278,1.530,1,0.0336,0.0168,0.9592,0,0,0,0,0,3162278,0,0,0,,,6324556,6324556,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,3162278,sequential,0,0,true,0.067974,3162278,46.522,0,1.0000,1.0000,0.0000,0,0,0,0,0,3162278,0,0,0,,,6324556,0,dense,,disable-under-delta,0.000000,0.000000,
ep_annihilation,3162278,local,2,0,true,2.077781,3162278,1.522,1,0.0327,0.0164,0.9586,0,0,0,0,0,3162278,0,0,0,,,6324556,6324556,dense,,disable-under-delta,0.000000,0.000000,
